content,label
"I rated this movie a 1 since the plot is so unbelievable unbelievable. Judge for yourself. Be warned, the following will not only give away the plot, but will also spoil your appetite for watching the movie.<br /><br />A computer virus, designed by a frustrated nerd, sends out a code through television screens and computer monitors. When the code - in the form of light - enters the eye it can access the 'electrical system' of your body. What it does is forcing the body cells into excretion of calcium. Within seconds after infection the patient reaches for his neck, develops tunnel vision, his skin will turn white of the calcium, after which he falls and his hand and scull will crack in a cloud of chalk. <br /><br />This virus is very intelligent. When it finds out that a blind computer expert is trying to disassemble the code with a braille output device - operated by hands - the device is set on a very high voltage, which causes severe burning wounds on the skin of the expert's head. The virus also senses aggression against remote controls and the keyboard of an ATM. Fortunately it could be stopped by throwing over outdated desktop pc's in a rack and electrocuting the nerd with his back on a broken computer and his feet in some spilled water.<br /><br />Oh dear...",1
"Student Seduction finds Saved By The Bell Alumni Elizabeth Berkley on the other side of the desk and attracting the attention of young and hunky Corey Sevier. Speaking for myself I can truthfully say that no teachers save one ever did anything for me hormonally back when I was a student. That was a Ms. Diaz who was a music teacher in Junior High School. Even as a young gay kid, I could see what she was doing to the rest of the class. She was the only teacher I had who in any way could have been played by Elizabeth Berkley.<br /><br />Corey being the hotty he is, is also used to having his own way with women whether they agree or not. The fact that he comes from rich parents reinforces that belief. He's flunking chemistry which is what Berkley teaches and to keep his GPA up she agrees to tutor, but believe no more. <br /><br />So when he attempts a rape and gets no for an answer it's damaging to his ego. When Berkley goes out of channels and reports the crime to the police, the cops who are keeping in mind the cases of Pamela Smart and Mary Kay LeTourneau just don't believe here. Sevier's parents have the wherewithal to get a good publicity spin on this for their boy.<br /><br />Student Seduction which is a misnomer of a title if there ever was one is trash all the way. After the beating that Berkley took for Showgirls this TV film was not an upward career move.",1
"This movie was made-for-TV, so taking that into account, I'm not going to rip into it as hard as I would a feature film. The script is sub-par, but it does succeed in being mildly humorous in spots, whether it means to be or not. The acting is mostly over-the-top, but that is true for many lower-budget movies.<br /><br />The aspect of this movie that I really hated, though, was that 90-95% of it is shot on film, but in random places, there will be 5-10 seconds where the footage is shot on video. You can tell because there is less contrast, the colors are less vivid, and the footage is clearly 30 frames per second instead of film's 24 frames per second. I'm not sure if maybe these scenes had to be shot later and at that time they didn't have the money to shoot on film (I assume this is why, anyway), but it is disorienting and really makes the film look shoddier than it had to look.<br /><br />Anyway, I've definitely seen worse movies, but I definitely wouldn't say that I enjoyed this movie and I can't recommend that anyone see it.",1
"A definite no. A resounding NO. This movie is an absolute dud.<br /><br />Having been recommended to me by a friend very much into ""that sort of thing,"" I watched this movie with some anticipation of being informed, changed, moved, altered, uplifted, and all the other positive mystical things that could happen to me when I suddenly see The Truth. Now this may sound like someone who is already predisposed to poo-pooing anything dealing with the metaphysical, the metaphysical/physical boundaries of existence. Believe me, I am not such a person. I try to be open about any presentation and then decide accordingly.<br /><br />In terms of content, the only thing I found mildly interesting and informative, was the bit about peptides, emotions, addiction, and cellular receptors. That was the only ""unifying"" element I could find in the documentary part of this film. The rest of the documentary rambled around several topics and never seemed to unify and cohere, try to tie up and conclude to a point. And what was all that stuff about native Americans not being able to see the ships that Columbus came in? Who told the ""authorities"" in this film that that was what happened in 1492? Where they there too? Had they compared this to scientific work being done in visual cognition (the famous gorilla video, for example, visit the Visual Cognition Lab at the University of Illinois site) there may have been a more convincing point made. Here, however, it seemed like unsupported mystical mumbo-jumbo.<br /><br />As a film: this wasn't one film, it was two. I found the documentary part mildly interesting, just to hear the people talking about what they were talking about (I was annoyed that their credentials weren't presented at the bottom of the screen when they spoke, at least initially!) But I found the ""story"" part of the movie with Matlin in it annoying, disjointed, intrusive, non-related and downright stupid. That bit about the Polish wedding with that dance was not in the least bit funny. It was laughable, ludicrous, sophomoric, and stupid. And I found the use of the word ""Pollack"" offensive. It just seemed so out of place and wrong. Is such usage okay because a member of the group uses a pejorative term to refer to the group because he or she is a member of the group? That may be okay to make a point, but it didn't seem to be used that way here. And in any case, I don't care what the reason, it offended me, a Pole. I never call myself or refer to my ethnic background as ""Pollack."" And I certainly don't like like it when others do. Can I watch or listen to a bigoted conversation in which this term is used? You betcha! But again this didn't seem to be the case here. It just seemed so out of place. Unprovocked, unmitigated.<br /><br />The acting was abysmal. Elaine Hendrix's performance was totally unbelievable. At times, it seemed like she was just reading her lines that had just been given to her. Marlee Matlin for the most part seemed to be sleep walking through this whole thing. Perhaps she was baffled by the material. I know I was. If she was supposed to be portraying a disillusioned drugged-up anxiety-prone malcontent, it just didn't seem to click. But by far, the world's worst was Hendrix! All in all, I found this a disjointed, poorly acted piece of clap-trap.",1
"I have never commented on IMDb before, but I feel I have to after watching The Batman animation. Its absolute rubbish! Warner Brothers had the perfect animation series in Batman in the early 90s so what the hell are they doing trying to mess with the winning formula? I feel like writing a complaint letter to WB. The original animation was dark and brooding, exactly the way Batman was intended to be. WB had to mess this up with some tripe Batman of the Future. Now they produce this drivel. The Joker doesn't remotely resemble the Joker from DC comics. DC should sue. I urge everyone who agrees with me to email or write to WB and use people power to get back the original formula",1
"For movie fans who have never heard of the book (Shirley Jackson's ""The Haunting of Hill House"") and have never seen the 1963 Robert Wise production with Julie Harris, this remake will seem pretty darn bad.<br /><br />For those of us who have, it is just plain awful.<br /><br />Bad acting (what was Neeson thinking?), goofy computer enhancements, and a further move away from Jackson's story doom this remake.<br /><br />Do yourself a favor and rent the original movie. It still effectively scares without hokey special effects. The acting is professional and believable.<br /><br />For readers of the book, the from 1963 follows the it much closer.",1
"This movie stinks. I don't think I have ever seen a movie so strung up on shock value. The plot was relatively interesting, but the dialog was super flat and the acting was bland. This could have been an a good movie. I think it just relied on it's grotesque visuals. I can usually handle graphic scenes and human taboos, but it felt like Miike shot it for the sake of shooting it. Just one poorly executed film. There just isn't anything to be entertained by watching this film unless you are fascinated by exhausting yourself with explicit scenes of incest, pedophilia, necrophilia, rape, self milking, parental and sibling abuse, and fecal dispersement. I think I just sold the film to many of you, but I meant it when i said this stinks. He has succeeded in other films, but I think you'd be better off watching someone pooping.",1
"This bogus journey never comes close to matching the wit and craziness of the excellent adventure these guys took in their first movie. This installment tries to veer away from its prequel to capture some new blood out of the joke, but it takes a wrong turn and journeys nowhere interesting or funny.<br /><br />There's almost a half-hour wasted on showing the guys doing a rock concert (and lots of people watching on ""free TV""--since when does that happen?) Surely the script writer could have done something more creative; look at how all the random elements of the first movie were neatly tied up together by a converging them at the science presentation. Not in this film, which pretty much ended the Bill & Ted franchise. The joke was over.<br /><br />The Grim Reaper is tossed into the mix, for whatever reason. This infusion, like the whole plot, is done poorly and lacks sparks for comedy or audience involvement. There's a ZZ Top impression, hammered in for no reason. There's lights, smoke, mirrors, noise. But nothing really creative or funny.<br /><br />Skip this bogus thing.",1
"there are three kinds of bad films - the cheap, the boring, and the tasteless. the only really bad movies are boring and tasteless. <br /><br />boring films are just, well, boring - if you don't leave quickly enough, you fall asleep.<br /><br />tasteless films actually have their defenders; but the fact remains that they are masturbatory aids for very sick people.<br /><br />only the cheap bad films are really funny, because the filmmakers wanted to make their films so desperately, they way-over-reached beyond their abilities and available resources.<br /><br />Bo Derek is just naturally boring and tasteless; fortunately, fate and a lack of funds and skill redeem her by making her seem cheap as well. this film is hilarious and it may well be the last really funny-bad film ever made.<br /><br />i first saw this in a theater, may god forgive me; i was laughing so hard i was rolling off my seat, and so too with most of the rest of the audience.<br /><br />it's clear that Derek and her husband-promoter, conceived of this film as, partly, a satire; unfortunately, the dereks clearly lacked any of the necessary resources to pull that off; consequently, the 'satirical' element comes off as some school-girl's impression of some gay young man's impression of frank gorshin's impression of the riddler in batman trying to pretend he's robin - it doesn't fly over our heads, it has no clue where any human head might be.<br /><br />on the other hand, there are some supposedly serious moments in this film - it is supposed to be an action film, remember - that are so astoundingly cheesy, one wonders if someone squirted spoiled milk in one's eye.<br /><br />as for Derek's infamous tendency to reveal her breasts - i can't imagine a less erotic nudity photographic display, she is so weird looking with those broad shoulders, i can't imagine what any one ever saw in her.<br /><br />as for the plot - such as it is - well, it isn't; Derek chases around Africa, and god alone knows why. then her father - Harris - pretends to act in some maniacal puppet-show, and then of course there's the hunk'o'Tarzan that seems to have wondered in from advertisement without knowing that the subject's changed - probably because he hasn't seen a script - apparently no one has.<br /><br />negligible camera work, shoddy editing - if it weren't for the 3-way with the chimp, the film would be unbearable -<br /><br />as it is, it's a real hoot.",1
"I knew it wasn't gunna work out between me and D-wars from the moment we met. First its title was lazy. D war. Like writing out Dragon was too much for them. Also... you really can't be that blatant with your title unless your Blue Monkey. Blue Monkey can do whatever the hell it wants. <br /><br />The second sign of a rocky relationship between us was the story's insane progression. Here's the film, dreamy reporter guy reports on big snake tracks, flashes back to a time he and dad wandered into what must have been the competition for the store in gremlins and dreamy kid reporter finds a box that glows. Old shop keep reveals several terrible truths. That Bauraki a supposedly evil snake was cheated out of his chance to be a god. tells the kid that he's a reincarnated warrior and that somewhere in LA is his reincarnated lover and gives him a junk piece of jewelry. Shop keep also reveals that despite his obvious whiteness he's a 500 year old Asian. <br /><br />fifteen years later dreamy reporter remembers this perfectly and starts acting half crazy trying to find this random girl. cgi hijinks follow and in the last ten minutes my brain melts out of my nose. Why? Continue on dear reader if you have the Balls.<br /><br />so Sarah, the reincarnated lover, has her own flashbacks. I have the benefit of having an Asian best friend and in the scene where she starts to freak out and make a bunch of posters with Asian characters on them he tells me that whoever made this movie has no idea what their doing. Its a Korean legend and she's reincarnated from a Korean princess but everything is in Chinese. Later that night her dragon tat starts to hurt, she calls the police cause it looks like she's having a heart attack. See, in this mixed up crazy world they apparently handle heart attacks differently because the next time we see her she's locked in her room with a guard outside and a nurse claims she's crazy. I have a new phobia now, and its that if i'm ever in trouble the first responders will just assume i'm crazy. <br /><br />I have another point of contention with my harsh mistress, Dwar. There is a scene when Patrick Dempsey Jr (Dreamy Reporter) is in a café' with sassy black friend. In the scenes prior Miffed Near divinity Bauraki has killed an elephant, slithered through a suburb and killed one of Sarah's friends. See, people were afraid to come out after 9-11 happened but we must have all toughened up after that deciding coffee and pastries were worth risking our lives for. Business as usual, no way a giant snake will stop me from getting my caffeine on. If i stay inside and fear for my life the terrorists and serpentine divinities win. <br /><br />After being given a satisfying dragon on Helicopter battle my cruel lover Dwar treats me to a pi$$ and vinegar filled scene to end it all with. Bauraki has a fortress of his own and its right under LA i guess. They don't really say but Dreamy Reporter and Sarah get knocked out in a car crash that would kill lesser men and when they wake up, yep dragon palace. some retarded dialog later a good dragon snake god pops out of nowhere and the snakes wrestle/make love whatever. And i'm not kidding good snake out of nowhere. Maybe you think i'm blowing it out of proportion, i'm not there is no mention of this thing in the movie then suddenly... there! Few seconds later and good dragon becomes dragon god, sets Baurki on fire, Sarah turns into a ghost and goes with Dragon-god, dreamy reporter left in the middle of nowhere roll credits... thank god<br /><br />Now our relationship as rocky as it was had its good times. There was a guy that look like shredder from turtles and talked exactly like a tuskan raider from star wars. I'll call him Tuskan Shredder. He could do whatever he wanted whenever he wanted to it just could never be useful. He could walk through a wall in a scene where that wasn't helpful. He could go in your dreams when that wouldn't do any good and he could light ten random soldier guys on fire but not when it mattered. He was also allergic to touching that junk jewelry. I like him cause he was hit by a car twice in the same scene and made fantastic tuskan raider noises. <br /><br />The actors for the most part were great... if great somehow meant terrible. Jason Behr, whom i thought was awesome in Roswell i slowly find out can only act one way and that's pretentious, spacey and Patrick Dempsey""ish"".<br /><br />The one thing i love about this filthy prostitute Dwars is its lead actor, Bauraki. That Giant snake acted his heart out. I'd dare to say that he was better at playing a cgi serpentine demi-god of evil then John Barrymore was at playing Richard the III or Hamlet. There was emotion in every scene, stealing the thunder from his lesser mortal supporting cast. When he ate an elephant i felt like no one past, present or future would ever eat an elephant with as much feeling. He was more then an actor, he was a force of nature and he put his heart and soul into every second of this cursed project. Yes damn it, my favorite actor in this film was a cgi snake. I've got the balls to admit that, do you?<br /><br />Here's to hoping Bauraki get's more work and isn't type cast, that Jason Behr finds a range of emotion other then dreamy stare, and that i never have to watch Blue Monkey again. <br /><br />So, D-War its over. I want my CDs back and let's just be friends",1
"Wow, i'm a huge Henry VIII/Tudor era fan and, well, this was .... interesting. The only one I watched was the Catherine of Aragon one. And wow...just wow. I've seen bad acting before, but this reached new heights. When the actress who played Catherine was umm.. crying? she wails and screams and i have to admit i rewinded many times... many, many times .... funny, funny stuff. The only person who even showed any slight sliver of talent was the actress playing Anne Boleyn (i might be prejudiced though, i do have a slight obsession with Anne Boleyn, she was a really facinating woman, read up on her, it's worth it!) Also, i have read a lot about the Tudor time period and i think that the characters weren't very acurately displayed, they were all very stereotypical. Only see this movie if you are prepared to see a very important time period, and the important lives of those involved turned into a laughing stock.",1
"I know, I know, ""Plan 9 from Outer Space"" is the worst movie, or maybe ""Manos, the Hands of Fate."" But I can't get worked up over those sock-monkey movies. Of *course* they're bad. How could they be any good? But if you're talking about movies with respectable production values and bankable talent, the T. rex of all turkeys has to be ""Yentl."" All the treacly phoniness, all the self-absorbed asininity, that stains everything Barbra Streisand has done since 1964, reaches its culmination in this movie. From its lonely summit of awfulness, ""Yentl"" looks back to ""A Star is Born"" and forward to ""The Mirror Has Two Faces."" There is nothing else quite like it. What emotional undertow dragged Streisand out to make this movie I would rather not speculate, and what audience she was playing to I cannot possibly imagine, although I'll bet there's a nine in ten chance you aren't a member of it.<br /><br />Nobel Prize-winner and saintly guardian of Yiddish literature Isaac Bashevis Singer was so outraged by what Streisand did to his story that he blasted her in public for it. It is a tribute to Streisand's impenetrable vulgarity that she not only didn't commit suicide, but went on to make more awful movies.",1
"very badly made film, the action/violence scenes are ridiculous.<br /><br />1 point for the presence of Burton and Mastroianni + 1 point for the real tragic event of the massacre of the innocent italians: 2/10.",1
"Intergalactic criminal Kol (Ross Hagen) has been sentenced to death and awaits execution on a spaceship designed for just such a purpose. But tonight there's going to be a jailbreak, and Kol flees on a conveniently-placed escape pod and flies towards Earth (which apparently is nearby). There he confronts a group of ""teenagers"" (who look thirty) and a game warden (John Phillip Law), who help protect him from his worst nightmare... the bounty hunter and executioner android (or more properly ""gynoid"") the Alienator.<br /><br />From the cover of the box, I was confident this was going to be an awful movie. But, as awful as it turned out to be, it was a ton of fun as well (probably at least partially because I was watching it with someone who happens to be intensely awesome). The director (Fred Olen Ray), who has specialized in making over one hundred low-grade films (most notably ""Hollywood Chainsaw Hookers""), does what he does best and throws together a plot that only half makes sense and gives us rudimentary special effects. Bonus: P.J. Soles appears (as ""Tara""), obviously at a low point in her career.<br /><br />Sure, there's plot holes. Why are there hillbilly rednecks in California (allegedly Los Angeles County if I understood the warden correctly). What's up with the space woman's tacky blouse? Why is there a subplot about the ship captain forcefully trying to win her heart when this story goes nowhere? What the heck is ""Quadrant 5""? How does chicken wire create an electromagnetic field that will short-circuit an android, yet land mines do virtually nothing? Why does Kol look like a drunk, Native American football player with emphysema? And the Lund guy (Robert Clarke)... does his character even have a point? Does the game he plays with the captain have a point? Does this movie have a point? But the biggest mystery is the android (or gynoid) the Alienator, played by Teagan Clive. What is an ""alienator""? Why does it look like Daryl Hannah from ""Blade Runner"", only much larger? Because, see, if something is a cyborg, it's part human. But if it's an android, it's all machine. This was an android, so there was no reason to make it look human. It could have looked like anything. Yet, the person who designed her made her the size of a linebacker, with David Bowie's hair and a leotard that shows me just a little too much. If you're going to make a female android, wouldn't the purpose be to have her be seductive and lure enemies in? Mission not accomplished. They say beauty comes in all shapes and sizes, but I think I found a huge exception.<br /><br />If ""Mystery Science Theater 3000"" were still around today, this film would be on a very short list of movies that need to get harangued.<br /><br />Beyond the butt-nasty Alienator (sorry, Teagan, female weight lifters are gross) the film is alright. Maybe there's not much of a story and maybe the characters aren't really very interesting. And maybe the scene with the deer is incredibly adorable for no particular reason -- what use does a killer robot have with a deer? But overall, I actually liked the movie. I won't be pimping it out to my friends or running out to my local video store to pick up the latest DVD copy (which I'm sure is just packed with amazing special features -- not). But I consider seeing this movie time well spent and look forward to similar adventures in the future.",1
"To call this anything at all would be an insult to everything else. Some expletives might describe it, but still too positively. Normally one ignores this kind of rubbish, but it was so stupid that one can but despair. Would have though that even Americans and commercial TV-stations would have given this piece of s**t a miss. But as the Germans say: Gegen die Dummheit kaempfen die Goetter selbst Vergebens!",1
"This apology for a movie is about absolutely nothing! Rachel Griffiths must have needed the money. The film must have been made on a very low budget, because the lighting was non existent. I made a vow if I ever see Pete Postlesumthingor other I'll commit suicide. I'd be happy to know if there was 1) a plot or 2)a script. My biggest regret is I wasted my time watching this rubbish.",1
